user_id,anime_id,rating
7,15809,7
7,16049,9
7,16512,4
7,16706,9
7,16742,6
7,16762,7
7,17247,7
7,17265,9
7,18139,8
7,18153,8
7,18277,8
7,18679,8
7,18897,8
7,19369,8
7,19769,5
7,19815,10
7,20159,10
7,20457,6
7,20507,8
7,20689,9
7,21085,8
7,21881,6
7,23289,8
7,28497,9
7,28907,7
7,29803,8
7,30276,8
7,30503,8
8,269,9
8,6702,10
8,7088,5
8,7593,9
8,10620,6
8,10793,10
8,11241,7
8,11757,9
8,13759,9
8,15583,9
9,1887,8
10,5114,10
10,11757,9
10,21881,9
11,30,5
11,121,7
11,164,8
11,199,10
11,249,9
11,430,6
11,431,8
11,523,8
11,530,7
11,853,7
11,934,8
11,1889,8
11,2167,7
11,3702,9
11,4059,7
11,4181,8
11,4898,6
11,5114,8
11,6351,9
11,6707,4
11,6811,8
11,7593,8
11,7674,7
11,9253,7
11,9756,7
11,10030,7
11,11757,8
11,13601,8
11,16498,9
11,18153,9
11,18679,9
11,20159,8
11,21881,8
11,23281,9
11,30276,8
12,223,8
12,225,6
12,392,9
12,813,9
12,853,9
12,877,9
12,1535,10
12,1575,10
12,2025,9
12,2904,10
12,5114,9
12,8074,6
12,9253,10
12,11757,9
12,16498,10
14,392,8
14,1195,6
14,1689,9
14,1840,7
14,2167,7
14,2993,6
14,3712,6
14,4059,8
14,4181,9
14,4214,6
14,5081,9
14,5681,8
14,5958,7
14,6347,8
14,6351,7
14,6547,9
14,7593,6
14,8074,6
14,8407,7
14,8516,8
14,8525,8
14,8769,6
14,8861,5
14,9041,7
14,9253,9
14,9790,8
14,9919,6
14,10080,8
14,10408,8
14,10620,8
14,10793,8
14,10863,7
14,11597,7
14,11757,6
14,11771,7
14,11887,8
14,13659,7
14,14075,6
14,14345,7
14,14749,7
14,14813,8
14,15225,6
14,15583,6
14,15689,8
14,15809,7
14,16498,8
14,16592,6
14,16762,7
14,16782,8
14,17247,7
14,17265,9
14,18153,7
14,18277,8
14,19369,7
14,19769,4
14,19815,8
14,20457,7
14,20507,8
14,20787,6
14,21431,6
14,22729,9
16,1535,9
16,2167,8
16,4181,9
16,6547,8
16,11285,8
17,6,7
17,30,9
17,32,10
17,121,6
17,164,9
17,199,8
17,205,7
17,226,7
17,227,7
17,245,8
17,430,6
17,431,8
17,777,9
17,849,7
17,889,8
17,934,9
17,1210,8
17,1535,10
17,1575,8
17,1689,9
17,1889,10
17,2001,10
17,2167,9
17,2251,9
17,2418,8
17,2476,3
17,2759,8
17,2904,8
17,3455,7
17,3784,9
17,4181,10
17,4224,7
17,4382,5
17,4654,8
17,4898,7
17,5081,8
17,5114,10
17,5680,6
17,5681,8
17,6213,8
17,6347,7
17,6547,9
17,6707,7
17,6746,7
17,6880,5
17,7059,5
17,7593,6
17,7791,5
17,8074,7
17,8525,8
17,8769,7
17,8841,6
17,8861,5
17,8937,8
17,9253,10
17,9756,9
17,9989,8
17,10080,8
17,10087,9
17,10408,8
17,10620,7
17,10719,6
17,10790,7
17,10793,7
17,11111,8
17,11499,7
17,11597,8
17,11617,8
17,11633,7
17,11741,10
17,11757,7
17,11771,9
17,11843,8
17,11887,7
17,13601,8
17,13659,4
17,13663,8
17,13759,8
17,14513,8
17,14741,7
17,14813,5
17,14967,6
17,15225,7
17,15451,7
17,15583,7
17,15689,8
17,15809,8
17,16049,8
17,16498,9
17,16706,8
17,16742,6
17,16782,7
17,16894,9
17,17247,7
17,17265,7
17,18115,9
17,18139,6
17,18153,5
17,18277,5
17,18679,8
17,19369,7
17,19815,8
17,20159,6
17,20457,7
17,20507,8
17,20583,8
17,20689,5
17,20787,5
17,21085,6
17,21431,3
17,21603,4
17,21881,8
17,22199,6
17,22319,7
17,22535,8
17,22729,7
17,23281,4
17,23289,8
17,26243,6
17,27899,4
17,28497,7
17,28907,7
17,29803,8
17,30276,9
17,30503,7
17,32182,9
18,199,9
18,431,10
18,523,8
18,853,8
18,877,10
18,1535,10
18,2476,7
18,2993,10
18,3457,9
18,4214,10
18,6880,8
18,10620,10
18,11111,10
18,16762,7
18,21431,10
18,22319,10
18,27899,7
19,1,10
19,121,8
19,199,9
19,889,8
19,1519,7
19,1535,5
19,1575,8
19,3784,8
19,5114,9
19,5681,7
19,9253,10
19,10408,8
19,10863,8
20,249,10
20,853,10
20,5680,10
20,6205,10
20,6682,9
20,10620,10
21,1,9
21,20,8
21,30,10
21,32,10
21,164,9
21,199,10
21,223,7
21,225,6
21,226,8
21,227,9
21,249,8
21,270,9
21,356,8
21,431,9
21,457,10
21,481,7
21,482,3
21,523,9
21,552,8
21,777,8
21,813,8
21,853,8
21,877,9
21,889,9
21,934,8
21,1132,4
21,1313,6
21,1519,9
21,1535,10
21,1575,9
21,1889,9
21,2167,6
21,2251,10
21,2759,8
21,2904,9
21,3588,7
21,3784,8
21,4181,8
21,4224,8
21,4898,8
21,5081,8
21,5114,9
21,6547,9
21,6811,8
21,6880,7
21,7059,8
21,8525,9
21,8861,6
21,9756,10
21,9919,7
21,9989,9
21,10080,8
21,10620,8
21,11111,8
21,11285,7
21,11597,7
21,11737,7
21,11771,8
21,11843,8
21,14227,7
21,15689,8
21,15809,7
21,16498,8
21,16592,7
21,16706,8
21,16742,9
21,18139,8
21,18153,7
21,18679,10
21,18897,8
21,19769,2
21,20457,7
21,20507,7
21,21085,8
21,21431,5
21,21603,6
21,22319,6
21,22535,8
21,23289,8
22,457,10
22,853,10
22,3588,10
22,6547,10
23,1,9
23,45,10
23,223,10
23,245,10
23,249,9
23,392,10
23,481,10
23,482,10
23,530,10
23,552,10
23,813,10
23,857,9
23,1132,10
23,1210,10
23,1313,10
23,2993,10
23,4214,9
23,5958,9
23,6811,9
23,7593,9
23,8407,8
23,8861,10
23,9790,7
24,30,8
24,226,7
24,227,8
24,270,9
24,777,9
24,1887,7
24,2759,8
24,3784,8
24,4654,7
24,5680,9
24,6547,9
24,6746,8
24,7059,9
24,8074,7
24,9041,7
24,9515,5
24,9756,10
24,11111,9
24,11285,9
24,11757,9
24,14741,9
24,16498,8
24,16592,8
24,16742,9
24,20159,9
25,1535,9
25,1575,10
25,2167,10
25,2904,10
25,4181,10
25,5958,6
25,7054,9
25,8407,6
25,8525,8
25,8769,8
25,8841,6
25,9790,8
25,10080,9
25,10790,6
25,10793,10
25,11633,9
25,11757,9
25,11843,10
25,13659,7
25,14075,8
25,14345,8
25,14467,7
25,14813,10
25,16498,9
25,16706,9
26,8525,10
26,10793,10
27,356,8
27,1195,9
27,1535,8
27,1575,9
27,1604,9
27,1840,10
27,2167,8
27,2904,9
27,2993,8
27,3455,8
27,3712,9
27,4181,10
27,4214,8
27,4224,9
27,4654,8
27,6213,8
27,6324,8
27,6347,8
27,6547,9
27,6702,9
27,7054,8
27,7593,8
27,8074,9
27,8516,9
27,8525,9
27,8769,8
27,8841,9
27,8937,8
27,9041,8
27,9919,8
27,10080,9
27,10620,8
27,10719,8
27,10790,9
27,10793,9
27,11617,9
27,11633,10
27,11703,8
27,11757,10
27,11759,7
27,13659,9
27,13759,9
27,14075,9
27,14227,9
27,14345,8
27,14467,8
27,14741,9
27,14749,8
27,14813,9
27,14967,8
27,15225,8
27,15315,9
27,15451,9
27,15583,9
27,15809,9
27,16049,9
27,16498,9
27,16512,8
27,16706,10
28,20,9
28,226,9
28,392,10
28,4224,10
28,6547,10
28,7054,10
28,9919,9
28,9989,10
28,10620,9
28,11757,9
29,30,9
29,121,8
29,199,10
29,223,10
29,225,4
29,226,4
29,249,8
29,270,6
29,392,9
29,481,10
29,482,7
29,530,7
29,552,10
29,813,7
29,934,7
29,1132,9
29,1313,6
29,1535,10
29,1689,10
29,2476,5
29,2993,7
29,3455,2
29,3702,10
29,4214,4
29,5958,7
29,6205,5
29,8074,2
29,8407,7
29,9253,10
29,9515,1
29,9756,8
29,10863,10
29,11111,5
29,11617,8
29,11757,5
29,12729,6
29,15451,8
29,16498,8
29,18679,7
29,19815,6
30,121,10
30,199,9
30,226,10
30,270,8
30,777,9
30,1535,8
30,2167,7
30,2476,5
30,3588,10
30,4181,10
30,4898,8
30,5114,10
30,6707,9
30,6746,8
30,6880,7
30,8074,8
30,9041,7
30,9515,6
30,11111,9
30,11757,8
30,11759,9
30,12729,8
30,16498,9
30,19815,8
30,21431,7
30,22199,8
30,22319,10
30,27899,9
31,356,7
31,523,7
31,1195,7
31,3784,8
31,5680,9
31,5958,6
31,6213,7
31,6347,9
31,6547,7
31,7791,9
31,8407,6
31,8516,9
31,8769,8
31,8841,8
31,9790,6
31,9919,8
31,10087,8
31,10408,9
31,10620,6
31,10719,7
31,10790,7
31,10793,8
31,11241,7
31,11499,8
31,11737,9
31,11741,9
31,11757,10
31,11759,7
31,11843,10
31,11887,7
31,13601,7
31,13659,7
31,13759,9
31,14345,7
31,14467,9
31,14741,9
31,14813,8
31,14967,7
31,15225,8
31,15315,9
31,15583,7
31,15809,9
31,16512,7
32,1,10
32,6,10
32,223,10
32,227,9
32,249,10
32,431,10
32,523,10
32,1535,9
32,2476,6
33,269,9
33,857,9
33,1535,10
33,1575,9
33,2904,9
33,14513,8
33,16498,10
33,18115,8
33,18897,8
34,1,7
34,20,9
34,30,9
34,32,8
34,225,9
34,269,10
34,392,9
34,813,10
34,2167,9
34,3784,9
34,4181,9
34,6746,9
34,6880,8
34,11771,9
34,16894,9
36,7054,10
37,164,8
37,199,10
37,226,6
37,849,10
37,1195,7
37,1840,8
37,2167,9
37,3455,7
37,3712,8
37,4059,8
37,4382,9
37,5680,10
37,6347,8
37,6351,8
37,6547,8
37,7059,8
37,7791,10
37,8074,4
37,8516,8
37,8769,8
37,9515,3
37,10620,10
37,10793,8
37,11111,7
37,11285,7
37,11617,1
37,11757,9
37,11843,8
37,11887,9
37,12729,1
37,13659,8
37,13663,7
37,13759,10
37,14741,10
37,15225,9
37,15583,7
37,16498,7
37,18153,8
37,20507,9
37,20787,6
37,21881,10
37,22199,9
38,20,6
38,30,10
38,32,10
38,121,6
38,205,7
38,226,9
38,269,8
38,356,6
38,777,10
38,889,8
38,934,9
38,1519,7
38,1535,6
38,1575,10
38,1818,9
38,2001,10
38,2025,9
38,2167,5
38,2251,9
38,2418,10
38,2476,2
38,2759,6
38,2904,10
38,2993,5
38,3455,3
38,3457,3
38,3588,8
38,3784,7
38,4063,6
38,4181,3
38,4214,4
38,4654,10
38,4898,7
38,5081,7
38,5114,10
38,5680,7
38,5958,4
38,6205,4
38,6213,10
38,6324,5
38,6547,4
38,6682,1
38,6702,7
38,6707,4
38,6746,9
38,6880,9
38,7059,9
38,7088,3
38,7593,3
38,7674,7
38,7791,8
38,8074,5
38,8407,4
38,8525,7
38,8937,10
38,9041,4
38,9756,5
38,9790,4
38,9919,7
38,10030,7
38,10087,9
38,10620,9
38,10719,5
38,10793,3
38,11111,9
38,11285,6
38,11499,9
38,11597,7
38,11617,5
38,11633,7
38,11703,4
38,11741,9
38,11757,9
38,11759,8
38,11771,8
38,12413,8
38,13601,10
38,13663,4
38,14345,8
38,14467,9
38,14513,9
38,14741,5
38,15315,7
38,15451,5
38,15583,5
38,15809,6
38,16049,10
38,16498,10
38,16512,5
38,16742,8
38,16894,8
38,17247,5
38,17265,10
38,18115,10
38,18153,8
38,18277,7
38,18679,7
38,19369,6
38,19769,2
38,19815,10
38,20507,8
38,20583,10
38,20689,6
38,20787,6
38,21085,4
38,21431,6
38,21603,9
38,21881,7
38,22199,5
38,22319,6
38,22535,9
38,22729,9
38,23281,6
38,23289,9
38,26243,5
38,27899,8
38,28497,9
38,28907,7
38,29803,8
38,30276,9
38,30503,9
38,32182,10
39,20,10
39,32,10
39,121,10
39,223,8
39,225,7
39,226,8
39,245,10
39,269,8
39,813,10
39,1535,10
39,1575,10
39,1604,10
39,1887,10
39,2001,10
39,2167,10
39,2418,5
39,2476,10
39,2904,10
39,4181,10
39,5114,10
39,5680,10
39,6547,10
39,6702,10
39,8769,10
39,9756,10
39,10087,10
39,10620,10
39,11741,10
39,11887,9
39,14227,8
39,14749,10
39,14813,10
39,16498,10
39,16742,10
39,16762,10
39,21603,8
40,205,9
40,226,9
40,245,10
40,356,10
40,849,10
40,853,9
40,934,10
40,1210,7
40,1535,10
40,1689,7
40,1889,10
40,2167,10
40,4059,8
40,4181,10
40,4382,10
40,4898,9
40,6351,8
40,6707,9
40,7054,9
40,8074,9
40,9253,10
40,13663,9
40,19815,8
41,6,9
41,20,10
41,269,8
41,481,9
41,482,8
41,813,6
41,857,10
41,2025,8
41,4063,10
41,4224,10
41,5958,6
41,6547,9
41,6682,6
41,6702,9
41,7088,9
41,8074,10
41,8407,6
41,8525,9
41,8841,9
41,9041,9
41,9515,9
41,9919,9
41,10080,9
41,10087,7
41,10790,9
41,11617,9
41,11741,7
41,11757,9
41,14741,10
41,15315,8
41,15451,9
41,15583,10
41,16498,10
41,17265,9
41,18153,10
41,18277,9
41,18897,9
41,19815,9
41,20507,9
41,20787,8
41,21881,9
41,22199,9
41,22319,10
41,22535,9
41,22729,7
41,23289,7
42,269,10
42,14075,10
43,1,10
43,20,8
43,170,8
43,205,10
43,269,8
43,270,8
43,457,9
43,777,8
43,857,8
43,889,8
43,1195,6
43,1575,4
43,1604,9
43,1818,8
43,1840,6
43,2001,10
43,2025,10
43,2167,8
43,2251,10
43,2993,6
43,3457,6
43,4063,9
43,4181,8
43,4654,9
43,5081,7
43,5114,4
43,5958,9
43,6205,8
43,6213,8
43,6324,6
43,6347,7
43,6547,7
43,6682,9
43,6746,8
43,6880,9
43,7088,8
43,8841,9
43,8937,8
43,9253,10
43,9919,7
43,9989,7
43,10087,7
43,10719,7
43,10793,7
43,11241,8
43,11285,6
43,11499,8
43,11597,7
43,11617,9
43,11633,8
43,11703,8
43,11737,8
43,11741,6
43,11757,7
43,11759,8
43,11771,8
43,12413,10
43,13601,9
43,13759,7
43,14075,8
43,14227,7
43,14345,7
43,14467,8
43,14513,8
43,14813,8
43,15315,9
43,15451,8
43,15689,8
43,15809,8
43,16049,8
43,16512,9
43,17247,8
43,17265,9
43,18115,9
43,18153,8
43,18277,9
43,19369,7
43,19769,8
43,19815,7
43,20507,8
43,20689,9
43,20787,8
43,21085,8
43,21603,7
43,22199,9
43,23281,7
43,26243,8
43,28497,8
43,28907,9
43,29803,8
43,30276,8
43,30503,8
43,32182,9
44,30,8
44,121,8
44,199,10
44,269,9
44,270,7
44,430,6
44,431,9
44,853,7
44,934,7
44,1535,10
44,1575,8
44,1889,7
44,2001,10
44,2251,9
44,2418,9
44,2904,8
44,3457,2
44,3588,10
44,4654,8
44,4898,8
44,5114,10
44,6547,9
44,6707,7
44,6746,9
44,6880,8
44,8937,8
44,9253,10
44,9756,9
44,9919,9
44,10087,8
44,10620,7
44,10863,8
44,11111,8
44,11285,6
44,11633,7
44,11737,7
44,11741,8
44,12413,7
44,13601,9
44,14345,7
44,14467,7
44,14513,6
44,15315,6
44,15809,7
44,16498,8
44,16762,7
44,18115,9
44,20507,7
44,22319,6
44,23281,7
44,26243,5
45,121,8
45,430,7
45,853,10
45,3457,9
45,4898,8
45,5114,8
45,6547,10
45,6707,8
45,7054,10
45,10087,7
45,11111,9
45,11241,7
45,11757,9
46,1,10
46,20,7
46,45,8
46,164,10
46,199,10
46,245,10
46,269,10
46,356,4
46,431,10
46,457,9
46,523,10
46,552,6
46,853,10
46,857,9
46,877,10
46,934,8
46,1210,8
46,1535,10
46,1575,10
46,1604,9
46,1689,9
46,1818,7
46,2167,9
46,2759,8
46,2904,10
46,3457,8
46,3588,10
46,3702,10
46,4059,9
46,4063,6
46,4181,8
46,4224,8
46,4898,10
46,5114,9
46,5680,10
46,5681,7
46,6205,6
46,6324,7
46,6347,10
46,6682,3
46,6702,9
46,6707,9
46,6746,9
46,6880,8
46,7054,10
46,7593,7
46,7674,10
46,7791,10
46,8074,5
46,8525,8
46,9253,9
46,9756,8
46,9919,8
46,9989,9
46,10030,10
46,10408,10
46,10719,9
46,11241,7
46,11499,8
46,11757,8
46,11771,8
46,11843,10
46,13601,10
46,14075,9
46,14227,10
46,14467,10
46,14513,9
46,15583,7
46,15809,9
46,16498,10
46,16592,8
46,16742,9
46,16782,9
46,16894,7
46,18115,9
46,18139,9
46,18153,10
46,18277,6
46,18897,9
46,19815,9
46,20507,10
46,20583,10
46,20787,7
46,21603,8
46,21881,8
46,22199,9
46,22319,10
46,22535,8
46,23281,9
46,23289,10
46,26243,9
46,27899,9
46,28497,8
46,28907,8
46,29803,8
46,30276,10
46,30503,10
46,32182,8
47,199,10
47,431,9
47,523,10
47,530,9
47,849,8
47,853,10
47,1575,9
47,1887,7
47,2904,8
47,3588,10
47,5681,10
47,6547,8
47,6702,10
47,6746,9
47,9756,8
47,9919,8
47,14227,8
47,14467,9
47,14513,8
48,889,9
48,934,8
48,1519,9
48,1535,9
48,1575,10
48,1889,8
48,2001,9
48,2167,8
48,2904,10
48,4059,8
48,4224,9
48,5081,9
48,5680,8
48,6347,9
48,6351,8
48,6547,9
48,6702,8
48,6746,9
48,7791,8
48,8074,9
48,8516,9
48,8769,9
48,9253,9
48,9756,8
48,9989,8
48,10087,9
48,10620,9
48,10719,9
48,10793,10
48,10863,9
48,11111,9
48,11597,9
48,11617,8
48,11741,9
48,11757,9
48,11759,8
48,12413,8
48,13601,10
48,13659,9
48,14075,9
48,14345,9
48,14749,8
48,14813,8
48,14967,9
48,15225,8
48,15583,9
48,15689,9
48,15809,8
48,16498,10
48,16592,9
50,1,10
50,20,10
50,45,8
50,121,7
50,170,8
50,223,10
50,225,8
50,226,7
50,249,9
50,269,7
50,356,5
50,392,9
50,481,8
50,482,9
50,552,8
50,813,9
50,1132,8
50,1195,8
50,1313,7
50,1535,8
50,1575,9
50,1604,8
50,2001,8
50,2904,9
50,3588,9
50,5114,10
50,6702,6
50,6811,10
50,7674,9
50,9253,10
50,9919,7
50,9989,7
50,10030,8
50,10087,9
50,10620,5
50,11111,3
50,11617,5
50,11633,8
50,11703,8
50,11757,7
50,11771,9
50,14345,9
50,14513,8
50,16498,10
50,16894,10
50,20159,9
51,1,10
51,6,9
51,30,9
51,45,8
51,121,10
51,164,10
51,199,10
51,205,8
51,226,6
51,227,10
51,245,8
51,431,10
51,457,9
51,777,9
51,849,8
51,853,8
51,877,10
51,889,9
51,1210,9
51,1519,9
51,1535,9
51,1575,10
51,1689,10
51,1818,8
51,2001,9
51,2025,9
51,2167,9
51,2251,10
51,2418,10
51,2759,8
51,2904,10
51,2993,7
51,3588,9
51,3784,10
51,4181,9
51,4214,7
51,4224,9
51,4382,8
51,4898,8
51,5114,10
51,5681,8
51,6547,7
51,6707,4
51,6746,8
51,6880,7
51,8525,7
51,9253,9
51,9756,9
51,10080,7
51,16782,8
52,889,10
52,1519,10
52,1575,10
52,1604,10
52,1818,8
52,2418,9
52,2904,10
52,5680,10
52,5681,10
52,6347,9
52,6547,10
52,6682,7
52,7088,10
52,7674,10
52,7791,10
52,8074,7
52,8516,9
52,9253,10
52,9989,10
52,10030,10
52,10793,10
52,11111,9
52,11617,10
52,12413,10
52,14345,9
52,15451,10
52,22729,9
53,20,6
53,223,5
53,225,3
53,813,4
53,849,8
53,1195,8
53,1535,7
53,1840,9
53,2167,10
53,3712,7
53,4059,6
53,4181,10
53,4224,9
53,4382,8
53,6324,7
53,6547,10
53,7054,9
53,9989,10
53,11617,7
53,11887,9
53,13759,9
53,14741,9
55,1,8
55,6,9
55,30,9
55,45,9
55,205,8
55,223,7
55,226,7
55,813,8
55,849,9
55,889,9
55,1519,9
55,1535,7
55,4898,8
55,6547,8
55,7791,8
55,9253,8
55,11771,8
55,16498,8
